callsign_ogrinal,flag_normalized,imo,mmsi,my_vessel_type,port_of_registry,service_speed,teu,trial_speed,vessel_name_original,depth_moulded,draught,length_registered,deadweight,gross_tonnage,net_tonnage,ism_manager_name,owner_name,year_of_built,eng_total_bhp,eng_total_kw
3FJI6,Panama,9141182,4000,Container,Panama,18.7,836,,XIN HUI HE,12.8,8.6,135.5,15673,12122,5598,SHANGHAI OCEAN SHIPPING CO LTD,XINHUIHE MARITIME,1996,10710,7987
D5FL7,Liberia,9141261,,Container,MONROVIA,23,4844,,PUDONG,21.8,13,284.2,63551,53324,30816,REEDEREI F LAEISZ GMBH,PUDONG SCHIFFAHRTSGESELLSCHAFT,1997,55035,41040
D6A2159,Liberia,9141273,636092608,Container,ROSTOCK,23,4558,,PHONG,21.8,13,284.2,62196,53324,30816,REEDEREI F LAEISZ GMBH,ARK SCHIFFAHRTSGESELLSCHAFT,1997,47418,34900
BFBD9,China,9141285,414193000,Container,ROSTOCK,23.7,4545,,XIN DE TIAN JIN,,13.02,284.2,63523,53324,30816,LAEISZ F SCHIFFAHRTS MBH &amp; CO,TIANJIN ZHENGXINDE SHPG CO LTD,1997,55761,41040
D5GE9,Liberia,9141297,636016476,Container,Monrovia,23.7,4675,,MSC ROCHELLE,21.8,13,284.2,62200,53324,30816,MSC SHIPMANAGEMENT LTD,Dylan Shipping Ltd.,1997,55761,41040
5VEK2,Liberia,9141302,636092725,Container,ROSTOCK,23,4688,,SAN DIEGO,21.8,13,284.2,63520,53324,30816,REEDEREI F LAEISZ GMBH,ALPHA SCHIFFAHRTSGESELLSCHAFT,1997,47418,34900
AWLH,Panama,9141314,419001019,Container,Panama,21.5,2959,,SSL BHARAT,18.8,11.5,184.86,34670,29383,16500,ORIENT EXPRESS SHIP MANAGEMENT,SHREYAS SHIPPING & LOGISTICS LTD,1997,30530,22470
3EPQ4,Panama,9141340,357505000,Container,PANAMA,13,190,,NALI,5.57,3.6,105.59,3200,2077,738,AR SHIPPING &amp; TRADING LTD,AR SHIPPING &amp; TRADING LTD,1998,3889,2900
T8A2204,Palau,9141778,,Container,HAMBURG,19,2061,,SANTA G,15.6,11.55,173.61,30202,21531,11839,CPO CONTAINERSCHIFF REEDEREI,UNKNOWN,1997,16630,12240
CQYM,Portugal,9141780,255805892,Container,MONROVIA,20,2052,,MSC GIANNINA,15.6,11.55,173.61,29700,21531,11839,MSC SHIPMANAGEMENT LTD,GIANNINA MARITIME LTD,1997,16630,12240
CNA5005,Morocco,9141792,242198100,Container,MONROVIA,19,2061,,CIELO DI RABAT,15.6,11.55,173.61,30188,21531,11839,CPO CONTAINERSCHIFF REEDEREI,D'AMICO DRY LTD,1997,16630,12240
C6NZ4,Bahamas,9141900,309589000,Container,NASSAU,14.5,602,16.7,CONFIDENCE,9,6.66,105.23,7196,5658,2781,KOTOKU KAIUN CO LTD,CONTINENT MARITIME SA,1996,,5295
3FCB8,Panama,9142162,351936000,Container,PANAMA,25,4211,27.7,EVER DELIGHT,17.402,12.64,282.03,55515,52090,25904,EVERGREEN MARINE CORP,GREENCOMPASS MARINE SA,1998,66120,48664
3FLF8,Panama,9142174,356391000,Container,PANAMA,25,4211,27.6,EVER DEVELOP,17.402,12.64,282.03,55515,52090,25904,EVERGREEN MARINE CORP,GREENCOMPASS MARINE SA,1998,66120,48664
3FQS8,Panama,9142186,354893000,Container,PANAMA,25,4211,27.8,EVER DIAMOND,17.402,12.64,282.03,55515,52090,25904,EVERGREEN MARINE CORP,GREENCOMPASS MARINE SA,1998,66120,48664
3FUB8,Panama,9142198,353991000,Container,PANAMA,25,4211,27.7,EVER DYNAMIC,17.402,12.64,282.03,55515,52090,25904,EVERGREEN MARINE CORP,GREENCOMPASS MARINE SA,1998,66120,48664
BFAD3,China,9142265,413301510,Container,"TIANJIN,CHINA",13.2,349,,TIAN FU TIANJIN,10.6,6.77,91.3,6602,5070,2801,TIANJIN INTERNATIONAL MARINE,TIANJIN INTERNATIONAL MARINE,1996,,3
J8B5341,Saint Vincent and the Grenadines,9142447,376609000,Container,KINGSTOWN,14,366,15,ALLEGRO,7.55,5.91,92.19,4850,2984,1311,BALTNAUTIC SHIPMANAGEMENT LTD,WATERWAY SHIPPING,1996,3995,2940
3FTD,Panama,9142473,357132000,Container,PANAMA,24,4024,,HANJIN WILMINGTON,21.46,13.01,277.38,62799,51705,29349,HANJIN SHIP MANAGEMENT CO LTD,KAMCO NO 8 SHIPPING CO SA,1997,,
3FSR7,Panama,9142485,,Container,PANAMA,24,4024,,HANJIN VALENCIA,,13.01,277.38,62799,51705,29349,UNKNOWN,SORO MARITIME INC.,1998,,
A8TR7,Liberia,9142942,636015779,Container,Monrovia,21,2392,,MESSINI,16.5,11.55,190.14,34167,25499,12450,V SHIPS GREECE LTD,JOYNER CARRIERS SA,1997,21456,16000
T8A2526,Palau,9143001,563769000,Container,"Norfolk, VA",24,4292,,SEALAND CHARGER,21.2,13,273,59961,49985,28968,MAERSK LINE A/S,MOLLER SINGAPORE A P PTE LTD,1997,49552,36470
D6IL6,Comoros,9143013,477195300,Container,HONG KONG,24,4082,,SEALAND EAGLE,21.2,13,273,59840,49985,28985,MAERSK LINE A/S,MAERSK SHIPPING HONG KONG LTD,1997,49552,36470
9V3293,Singapore,9143025,566132000,Container,"Norfolk, VA",24,4292,,SEALAND INTREPID,21.2,13,273,59840,49985,28968,MAERSK LINE A/S,MOLLER SINGAPORE A P PTE LTD,1997,49552,36470
9V3291,Singapore,9143037,566117000,Container,"Norfolk, VA",24,4082,,SEA-LAND LIGHTNING,21.2,13,273,59840,49985,29968,MAERSK LINE A/S,MOLLER SINGAPORE A P PTE LTD,1997,49552,36470
D5IX9,Liberia,9143063,477544000,Container,HONG KONG,25,5390,,SINGAPORE,24.3,24.3,262,67473,66086,30853,TECHNOMAR SHIPPING INC,REA MARINE LLC,1997,66120,48664
D5IX8,Liberia,9143075,477553000,Container,HONG KONG - HK,18,5390,,NETHERLANDS,24.3,21.3,262,67473,66086,30853,TECHNOMAR SHIPPING INC,KRONOS MARINE LLC,1997,66120,48664
BVGH5,China,9143104,413695770,Container,QUANZHOU,19,1510,,REN JIAN 6,14,9.5,,24166,17613,8215,QUANZHOU ANSHENG SHIPPING,CINDA FINANCIAL LEASING CO LTD,1997,15795,11625
BVGG5,China,9143116,413695730,Container,QUANZHOU,19,1510,,RENJIAN 5,14,9.5,,24166,17613,8215,QUANZHOU ANSHENG SHIPPING,CINDA FINANCIAL LEASING CO LTD,1997,15795,11625
MCGF6,United Kingdom,9143166,,Container,London,23.8,4000,,YM KAOHSIUNG,,12.18,259.57,50059,40068,16944,ZODIAC MARITIME AGENCIES LTD,RITTON MARITIME,1998,50000,36800
V2FU8,Antigua and Barbuda,9143233,,Container,ST. JOHN'S,20,2048,,COLUMBA,16.75,11.5,176.68,30258,23897,10474,REEDEREI GEBR WINTER GMBH & CO KG,MS COLUMBA GEBR. WINTER SCHIFFAHRTSGES. MBH & CO. KG,1998,24375,17940
V2FU7,Antigua and Barbuda,9143245,,Container,ST. JOHN'S,20,2048,,CLASSICA,16.75,11.5,176.68,30241,23897,10474,REEDEREI GEBR WINTER GMBH & CO KG,BEST OASIS LTD.,1998,24405,17962
3FOJ7,Panama,9143336,351432000,Container,PANAMA,18.7,1164,20.4,UNI AMPLE,10.1,8.52,152.04,15477,14796,4842,EVERGREEN MARINE CORP,GAINING ENTERPRISE,1997,,10914
3FOM7,Panama,9143348,351438000,Container,PANAMA,18.7,1164,20.2,UNI-AHEAD,10.1,8.52,152.04,15477,14796,4842,EVERGREEN MARINE CORP,GAINING ENTERPRISE,1997,,10914
3FST7,Panama,9143350,351602000,Container,PANAMA,18.7,1164,20.4,UNI-ANGEL,10.1,8.52,152.04,15477,14796,4842,EVERGREEN MARINE CORP,GAINING ENTERPRISE,1997,,10914
3FSV7,Panama,9143362,351608000,Container,PANAMA,18.7,1164,20.3,UNI-ARISE,10.1,8.52,152.04,15477,14796,4842,EVERGREEN MARINE CORP,GAINING ENTERPRISE,1997,,10914
S6LW,Singapore,9143453,564169000,Container,SINGAPORE,16.6,889,19.2,M.V KITI BHUM,11,8.01,126.1,10908,8443,4228,RCL FEEDER PTE LTD.,REGIONAL CONTAINER LINES PTE,1997,7201,5300
S6LX,Singapore,9143465,564241000,Container,SINGAPORE,16.6,889,18.6,LILA BHUM,11,8.02,126.1,10901,8443,4228,RCL FEEDER PTE LTD.,REGIONAL CONTAINER LINES PTE,1997,,5295
D5CN9,Liberia,9143518,636092434,Container,MONROVIA,21,2959,,HAMMONIA IONIUM,18.8,11.5,184.86,34809,29383,16583,HAMMONIA REEDEREI GMBH,HAMMONIA IONIUM SCHIFFAHRTS,1997,30530,22470
ZCEV2,Bermuda,9143544,310764000,Container,Hamburg,24,4612,,KOBE EXPRESS,21.4,14,282.08,67058,53523,32908,HAPAG-LLOYD AG,Hapag-Lloyd AG,1997,55156,41130
ZCEV4,Germany,9143556,310768000,Container,Hamburg,24,4616,,DUESSELDORF EXPRESS,21.4,14,282.08,66525,53523,32908,HAPAG-LLOYD AG,Hapag-Lloyd AG,1998,49860,36697
ZCEV3,Bermuda,9143568,310765000,Container,Hamburg,24,4612,,LONDON EXPRESS,21.4,14,282.08,66577,53523,32908,HAPAG-LLOYD AG,Hapag-Lloyd AG,1998,55883,41130
CNA3597,Morocco,9143843,,Container,CASABLANCA,15.5,506,,OUED EDDAHAB,9.1,7.1,105.92,7600,5638,2540,UNKNOWN,COMPAGNIE MAROCAINE DE NAVIGATION (COMANAV),1998,6600,4858
CNA3598,Morocco,9143855,242006000,Container,CASABLANCA,15.5,506,,OUED ZIZ,9.1,7.1,105.92,7600,5638,2540,CMA SHIPS,COMPAGNIE MAROCAINE DE NAVIGATION (COMANAV),1998,6600,4858
HSGD2,Thailand,9143867,567299000,Container,BANGKOK,17,1140,,PLATINUM EMERALD,,8.74,,12725,8892,,SC MANAGEMENT CO LTD,PLATINUM EMERALD CO LTD.,1997,,
CNA4477,Morocco,9143879,242559000,Container,TANGERI,17,951,,CIELO DI CASABLANCA,11.3,7.7,123.4,9950,9146,4020,ACGI SHIPPING PTE LTD,D'AMICO DRY LTD,1998,11539,8605
MCXD5,United Kingdom,9143972,235800000,Container,London,16.5,700,,WEC BRUEGHEL,8.3,6.69,115.04,7224,6362,3998,K&K SCHIFFAHRTS GMBH & CO KG,MS K-OCEAN Maritime GmbH & Co. KG,1998,7201,5300
V7DQ8,Marshall Islands,9144134,538007081,Container,MAJURO,19.6,1698,,MIRO,13.5,9.89,172.36,23026,16801,8672,WEHR O,Atlantic Container AS,1998,17855,13320
D5DV3,Liberia,9144146,636015979,Container,Monrovia,19.7,1698,,LEOPARD,13.5,9.89,172.36,22983,16801,8672,ELEMENT SHIPMANAGEMENT SA,WARDY MARITIME CO,1998,18098,13320
V7DT5,Marshall Islands,9144158,538005793,Container,MAJURO,19,1698,,HELENE RICKMERS,13.5,9.89,172.36,23106,16801,8672,RICKMERS SHIPMANAGEMENT GMBH,HELENE NAVIGATION CO LTD.,1998,18100,13322
OA2074,Peru,9144160,760001110,Container,Callao,19.7,1728,,CNP PAITA,13.5,9.89,172.36,23047,16801,8672,TRANSGAS SHIPPING LINES SAC,Consorcio Naviero Peruano S.A.,1998,17862,13320
BVTK7,China,9144316,413701060,Container,HONG KONG,20,2086,,JIN SHUN HE,15.8,10.1,195.78,28370,24053,12958,UNIVAN SHIP MANAGEMENT LTD,FUJIAN ZHONGHANG SHPG CO LTD,1997,16370,12048
BVWL7,China,9144328,413702160,Container,PANAMA,20,2045,,WAN XING DA,15.8,10.1,195.78,28351,24053,12958,FLEET SHIP MANAGEMENT PTE LTD,WAN DA SHIPPING FUJIAN,1997,17950,13386
LAWT7,Norway,9144689,258316000,Container,HAUGESUND,15,508,,NOR FEEDER,8.25,7,96.13,5202,3999,2176,KARMOY SKIPSCONSULT MANAGEMENT AS,Arriva Shipping AS,1998,5197,3825
CQHZ,Portugal,9144718,255805601,Container,Madeira,18.5,910,,RENATE P,,9,129.61,12950,9962,5208,REEDEREI STEFAN PATJENS GMBH & CO. KG,Schiffahrts GmbH & Co. KG MS RENATE P,1997,13587,10000
CQHY,Portugal,9144720,255805600,Container,Madeira,18,910,,BARBARA P,11.85,9,129.61,12950,9991,5208,REEDEREI STEFAN PATJENS GMBH & CO. KG,MS HUSKY RACER GmbH & Co. KG,1997,13587,10000
S6JT,Singapore,9144756,564303000,Container,SINGAPORE,26.5,4918,,APL IOLITE,,13.5,,62693,63900,21743,NEPTUNE SHIPMANAGEMENT SERVICES (PTE) LTD,LINUS MARITIME INC,1997,66114,48660
D6IJ4,Comoros,9144768,,Container,SINGAPORE,24.5,4918,,EROS,,13.5,272,62693,63900,21743,NEPTUNE SHIPMANAGEMENT SERVICES (PTE) LTD,NOL LINER PTE LTD.,1998,66120,48664
V4EE3,Saint Kitts and Nevis,9145243,304960000,Container,ST. JOHN'S,17.5,779,,HH WEST,,7.9,118.66,8965,7171,3580,OSM SHIP MANAGEMENT GMBH,SEASHORE INVESTMENT CORP.,1998,8560,6300
V4EJ3,Saint Kitts and Nevis,9145255,341791000,Container,Basseterre,17,779,,HH SOUTH,,7.9,118.66,8904,7171,3580,Reederei Erwin Strahlmann GmbH & Co.KG,NILETTA MARINE INC,1998,8560,6300
V4EF3,Saint Kitts and Nevis,9145267,341771000,Container,Basseterre,16,779,,HH EAST,10.6,8,118.67,8937,7171,3580,ARKA GLOBAL MARINE SERVICES,Lillyanna Inc,1998,8560,6300
A9KE,Bahrain,9145279,408847000,Container,VALLETTA,16.5,737,,AVONMOOR,10.6,7.91,126.8,8918,7171,3580,PHOENICIA MARITIME SHIPPING,TYLOS SHIPPING &AMP; MARINE,1998,8560,6300
S6MB,Singapore,9145281,564226000,Container,SINGAPORE,16,628,17.4,ORA BHUM,8.8,6.63,115.02,8006,6393,3239,RCL FEEDER PTE LTD.,REGIONAL CONTAINER LINES PTE,1997,7200,5299
S6MC,Singapore,9145293,564316000,Container,SINGAPORE,16.1,628,17.7,M.V.PIRA BHUM,8.8,6.6,115.02,7988,6393,3239,RCL FEEDER PTE LTD.,REGIONAL CONTAINER LINES PTE,1997,7200,5299
9MVG3,Malaysia,9146065,533180127,Container,SINGAPORE,18,1157,19.9,MTT PULAU PINANG,12.8,8.72,150.59,17182,13448,5857,MIDSHIP MANAGEMENT LTD,MTT SHIPPING SDN BHD,1997,,9627
POQF,Indonesia,9146077,525015962,Container,PANAMA,18,1157,20,ORIENTAL EMERALD,12.8,8.72,150.59,17250,13448,5857,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,1997,,9627
3FMX7,Panama,9146089,351358000,Container,PANAMA,18,1157,20.1,SUMIDA,12.8,8.72,150.59,17250,13456,5857,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,1997,,10
3ERD,Panama,9146285,370012000,Container,PANAMA,17.1,650,,HEUNG-A MANILA,,7.35,132.94,10323,8299,3752,HAS MANAGEMENT CO LTD,GSH2 CONTAINER CARRIER I AS,1997,,
3ERD6,Panama,9146297,370014000,Container,PANAMA,17.6,653,,HEUNG A JAKARTA,,7.36,132.94,10320,8299,3752,HAS MANAGEMENT CO LTD,GSH2 CONTAINER CARRIER I AS,1997,,
A8VZ9,Liberia,9146302,636014698,Container,Monrovia,21,2008,,AGGELIKI P,16.74,11.5,176.68,30360,23809,10474,EUROBULK LTD,Aggeliki Shipping Ltd.,1998,24419,17972
A8WA2,Liberia,9146314,636014699,Container,Monrovia,20.8,2008,,DIAMANTIS P,16.75,11.5,176.68,30340,23745,10474,EUROBULK LTD,DIAMANTIS SHIPPING LTD,1998,24048,17940
OZOK2,Denmark,9146455,219537000,Container,Kerteminde,25,7226,,SINE MAERSK,24.1,14.5,331.5,110381,92198,50110,MAERSK LINE A/S,MAERSK LINE A/S,1998,74640,54935
OZSK2,Denmark,9146467,219145000,Container,Svendborg,25,7226,,SVENDBORG MAERSK,24.1,14.94,331.5,110387,92198,53625,MAERSK LINE A/S,SUN SVENDBORG SA,1998,74640,54935
OZUN2,Denmark,9146479,219776000,Container,K__enhavn,24.6,7226,,SOFIE MAERSK,24.1,14.5,331.5,110387,92198,53625,MAERSK LINE A/S,MAERSK LINE A/S,1998,74669,55681
D5JU9,Liberia,9146649,636017212,Container,JEJU CHEJU SOUTH KOREA,18.1,960,,SENTOSA STAR,,8.91,151.13,17781,13156,7592,CONTINENTAL SHIPPING LINE PTE,SENTOSA STAR PTE LTD,1996,13,10
PNEM,Indonesia,9146651,525025054,Container,SURABAYA,18.1,929,20.5,MERATUS MEDAN 1,12.9,8.91,151.14,17476,13853,7519,MERATUS LINE,MERATUS LINE,1996,,9988
DSRA4,"Korea, Republic of",9146663,441777000,Container,JEJU CHEJU SOUTH KOREA,20.4,929,,SINOKOR HONGKONG,,8.91,151.13,17468,13151,7546,STX POS SHIP MANAGEMENT CO,SINOKOR MERCHANT MARINE CO. LTD,1996,13,10
3FOD6,Panama,9146687,356848000,Container,Panama,18.7,836,,ZHAO QING HE,12.8,8.6,135.5,15919,12897,5598,SHANGHAI OCEAN SHIPPING CO LTD,ZHAOQINGHE MARITIME,1996,10863,8101
3FRY6,Panama,9146699,352457000,Container,Panama,18.7,836,,CHAO SHAN HE,12.8,8.6,135.5,15920,12122,5598,SHANGHAI OCEAN SHIPPING CO LTD,CHAOSHANHE MARITIME,1996,10863,8101
3FXA6,Panama,9146704,355086000,Container,Panama,18.7,836,,YANGJIANG HE,12.8,12.8,135.5,15418,12122,5598,SHANGHAI OCEAN SHIPPING CO LTD,YANGJIANGHE MARITIME,1997,10701,7980
XVHH,Vietnam,9146780,574134000,Container,Panama,17.5,400,,MORNING VISHIP,,8,105.99,8721,6251,3260,VISHIP JSC (VINASHIN SHIPPING JOINT-STOCK COMPANY),VISHIP JSC (VINASHIN SHIPPING JOINT-STOCK COMPANY),1996,7040,5181
PMUS,Indonesia,9146792,525025050,Container,SURABAYA,17.5,400,16.8,MERATUS TANGGUH 1,7.94,7.5,105.99,8721,6251,3260,MERATUS LINE,MERATUS TONGKANG SERVICES,1996,,5177
D5GL3,Liberia,9147071,636016492,Container,Monrovia,23.7,4688,,MSC SAO PAULO,21.8,13,284.2,63537,53324,30816,MSC SHIPMANAGEMENT LTD,Cooper Shipping Ltd.,1998,,
D5IH5,Liberia,9147083,,Container,LUXEMBOURG,23,4844,,PORTUGAL,21.8,13,284.2,63510,53324,30816,REEDEREI F LAEISZ GMBH,TAURUS MARITIME LTD.,1998,47418,34900
V4KR3,Saint Kitts and Nevis,9147095,636090292,Container,MONROVIA,23.7,4688,,GRANDOUR,,13,284.2,63515,53324,30816,NORDDEUTSCHE REEDEREI SCHULDT,RPTD SOLD UNDISCLOSED INTEREST,1998,55035,41040
D6IG1,Liberia,9147100,636090535,Container,MONROVIA,23,3607,,UNITY,19,12,230.78,45117,36606,20779,NORDDEUTSCHE REEDEREI SCHULDT,NORTHERN DIVINITY SCHIFFAHRTS,1997,38526,28355
D6IF1,Comoros,9147112,636090555,Container,MONROVIA,23.5,3607,,SITY,,12,230.78,45131,36606,20779,NORDDEUTSCHE REEDEREI SCHULDT,NORTHERN DIVERSITY,1997,43477,32421
V2DH7,Antigua and Barbuda,9147198,305217000,Container,ST. JOHN'S,20,1076,,STADT HAMBURG,11.2,8.31,139.48,12850,9528,4703,THIEN & HEYENGA BEREEDERUNGS,STADT HAMBURG T&H; SCHIFFAHRTS,1998,,
V2OH8,Antigua and Barbuda,9147203,304534000,Container,ST. JOHN'S,20,1076,,STADT BERLIN,11.2,8.31,139.48,12850,9528,4703,THIEN & HEYENGA BEREEDERUNGS,STADT BERLIN T&H; SCHIFFAHRTS,1998,,
9HA3331,Malta,9147227,229442000,Container,Valletta,20,1080,,MUNICH TRADER,11.2,8.31,139.48,12918,9528,4703,LOMAR SHIPPING LTD,MUNICH TRADER SHIPPING CO LTD,1999,13220,9730
E6MC2,China,9147576,542367110,Container,FUZHOU,12,170,,ETERNAL VICTORY,7.3,5.5,,3393,2772,1161,UNKNOWN,FUZHOU HAISHENG SHIPPING CO,1996,,1320
D5OW5,Cyprus,9148025,636018253,Container,LIMASSOL,22,2908,,MSC ANAHITA,15.54,11.5,184.85,34907,29022,16570,MSC SHIPMANAGEMENT LTD,TDS CONTAINERSHIPS IV AS,1997,32105,23950
9MWH4,Malaysia,9148532,533180218,Container,PANAMA,18.2,1268,,MTT BINTULU,,8.42,,18576,15095,6453,FLEET MANAGEMENT LTD-HKG,ICON ARABIAN EXPRESS LLC,1997,,
3FCT8,Panama,9148544,351965000,Container,PANAMA,18.2,1295,,KUO LUNG,13.5,8.4,,18581,15095,6453,CONBULK SHIPPING S.A.,KUO AS,1998,,9988
3FGX2,Panama,9148647,352495000,Container,MONROVIA,19,1597,,SOUL OF LUCK,13.8,9.21,159.62,21519,16915,7595,VICTORIA OCEANWAY LTD,OSIER HOLDING SA,1997,16242,11954
3FAH3,Panama,9148659,355399000,Container,MONROVIA,19,1597,,STAR OF LUCK,13.8,9.2,159.62,19260,16915,7595,VICTORIA OCEANWAY LTD,COLE INTERNATIONAL HOLDINGS SA,1997,16664,12265
POCJ,Indonesia,9148805,525005114,Container,JAKARTA,14.5,364,,ELINE ENTERPRISE,6.92,6.19,,5200,3838,2035,ADOVELIN RAHARJA,ADOVELIN RAHARJA,1998,4950,3691
D6A2203,Comoros,9149304,636091738,Container,Monrovia,21,2468,,ELGI,16.4,11.4,197.19,34015,25608,12020,HAMMONIA REEDEREI GMBH,TURICUM SCHIFFAHRTS GMBH &amp; CO,1997,26916,19810
V7DE9,Marshall Islands,9149316,538005377,Container,Majuro,21,2468,,RT AEGIR,16.45,11.4,197.19,34015,25608,12020,OSM SHIP MANAGEMENT GMBH,RT AEGIR LTD,1997,26916,19810
D5HX2,Liberia,9149328,636016805,Container,Monrovia,21,2468,,MSC NADRIELY,,11.4,197.19,33977,25608,12020,MSC SHIPMANAGEMENT LTD,Strimonas Shipping Corp.,1998,26565,19810
BAGW,China,9149574,413200650,Container,DALIAN,13,334,,BOHAIWAN,7.6,5.6,,5177,4007,2083,DALIAN JIFA SHIP MANAGEMENT CO. LTD,DALIAN JIFA BOHAI,1996,,2200
D5MC9,Liberia,9149744,636017662,Container,Ad Dammam,24.1,3802,,NAJRAN,,12.5,,49993,48154,26721,UNITED ARAB SHIPPING CO,UNITED ARAB SHIPPING CO,1998,46668,34348
D5ME6,Liberia,9149756,636017675,Container,BAHRAIN,24.1,3802,,AL FARAHIDI,,11.5,276.51,50004,48154,26721,UNITED ARAB SHIPPING CO,UNITED ARAB SHIPPING CO,1998,46603,34300
D5MC8,Liberia,9149768,636017661,Container,DUBAI,24.1,3802,,DEIRA,,12.5,276.51,49993,48154,26721,V SHIPS MONACO SAM,UNITED ARAB SHIPPING CO,1998,46700,34371
D5MD5,Liberia,9149770,636017666,Container,Doha,24.1,3802,,SUDAIR,,12.5,276.51,49993,48154,26721,UNITED ARAB SHIPPING CO,UNITED ARAB SHIPPING CO,1998,46700,34838
H8BF,Panama,9149823,356217000,Container,PANAMA,23.1,2174,,HYUNDAI VLADIVOSTOK,16.4,10.5,174.74,24766,21611,8640,DANAOS SHIPPING CO LTD,SPEEDCARRIER NO 1 CORP,1997,26726,19670
3FRT7,Panama,9149835,351567000,Container,PANAMA,21.5,2181,,STRIDE,16.4,12.5,174.74,24777,21611,8640,DANAOS SHIPPING CO LTD,SPEEDCARRIER NO 3 CORP,1997,26726,19670
3FSC7,Panama,9149847,351577000,Container,PANAMA,21.5,2181,,FUTURE,16.4,12.5,174.74,24799,21611,8640,DANAOS SHIPPING CO LTD,SPEEDCARRIER NO 5 CORP,1997,26740,19681
3FTS7,Panama,9149859,351645000,Container,PANAMA,21.5,2181,,ADVANCE,16.4,12.5,174.74,24766,21611,8640,DANAOS SHIPPING CO LTD,SPEEDCARRIER NO 2 CORP,1997,26740,19681
3FZH7,Panama,9149861,351841000,Container,PANAMA,21.5,2181,,SPRINTER,16.4,12.5,174.74,24767,21611,8640,DANAOS SHIPPING CO LTD,SPEEDCARRIER NO 4 CORP,1997,26377,19670
P3XS7,Cyprus,9149873,212581000,Container,LIMASSOL,19.6,1730,,THORSTREAM,13.6,10,172.36,23007,16803,8672,JAHRE-WALLEM AS,TDSC Opportunity AS,1998,18098,13320
ZDNF3,Gibraltar,9149885,236111906,Container,Gibraltar,19,1698,,FIONA,13.5,10,172.36,23011,16801,8672,REGAL AGENCIES CORP.,Sirius Navigation Ltd.,1998,18098,13320
V7CR8,Marshall Islands,9149897,538090029,Container,Majuro,19.6,1726,,WEHR SCHULAU,13.5,9.89,172.36,23026,16177,8803,WEHR O,MS WEHR SCHULAU Schiffahrtsges. mbH & Co. KG,1999,18098,13320
3ENA6,Panama,9149902,374857000,Container,PANAMA,19,1726,,GDANSK TRADER,13.5,10,172.36,23021,16177,8803,LOMAR SHIPPING LTD,Gdansk Trader Shipping Ltd.,1999,17855,13320
ZDJX5,Gibraltar,9150080,236576000,Container,Gibraltar,17,624,,ROMY TRADER,9.2,7,123.55,7900,5941,2777,MYKLEBUSTHAUG MANAGEMENT AS,Romy Shipping AS,1997,7962,5940
V4QA3,Saint Kitts and Nevis,9150183,636092387,Container,CHARLESTOWN Nevis,23.7,3753,,GURU,19,12.5,246.06,49238,40465,23896,MSC SHIPMANAGEMENT LTD,KARATAL SHIPPING INC.,1997,44050,32421
A8TQ5,Liberia,9150195,636091849,Container,Monrovia,21,2456,,BUXHANSA,16.4,11.4,197.97,33995,25713,12275,NSB NIEDERELBE SCHIFFAHRTSGES,Beteiligungs-KG MS BUXHANSA Verwaltungs- und Bereederungs GmbH & Co.,1998,24057,17940
V4PX3,Saint Kitts and Nevis,9150200,636092388,Container,CHARLESTOWN Nevis,23.7,3961,,STARK,,12.5,246.06,49307,40465,23896,MSC SHIPMANAGEMENT LTD,HSEJAR MARITIME INC,1997,44050,32421
A8TQ4,Liberia,9150212,636091848,Container,Monrovia,21,2456,,BUXFAVOURITE,,11.4,197.97,34083,25713,12275,NSB NIEDERELBE SCHIFFAHRTSGES,Beteiligungs-KG MS BUXFAVOURITE Verwaltungs- und Bereederungs GmbH & Co.,1997,17929,13196
9HA3259,Malta,9150406,229352000,Container,MONROVIA,19,1586,,SMILEY LADY,13.5,9.89,172.36,23075,16803,8648,AIMS SHIPPING CORP,FELIZ NAVIGATION SA,1999,18098,13320
V2HB9,Portugal,9150432,304198000,Container,LISBOA,15,378,,MARIA DA PAZ,8,6.28,,4969,3979,1941,S&C SHIPMANAGEMENT,TRANSPORTES MARITIMOS INSULARES S.A. (TRANSINSULAR),1999,4783,3520
CSMR,Portugal,9150470,255802850,Container,Madeira,15,375,,LAGOA,8,6,93.56,5003,3981,1937,S&C SHIPMANAGEMENT,TRANSPORTES MARITIMOS INSULARES S.A. (TRANSINSULAR),1997,4790,3525
VRPN3,Hong Kong,9150858,477810100,Container,HO CHI MINH CITY VIETNAM,17,737,,TVL XIAMEN,,7.64,120,11064,8957,3158,GEMADEPT CORP,TVL MARINE HK CO LTD,1997,,7908
3EMC7,Panama,9150860,353817000,Container,PANAMA,17,739,,PACIFIC PEARL,10.8,7.65,121.26,11064,8957,3158,GEMADEPT CORP,GEMADEPT CORP,1998,,7800
CQIL9,Portugal,9151101,255805997,Container,London,16.4,700,,K-STREAM,,6.69,115.04,7223,6362,3998,K&K SCHIFFAHRTS GMBH & CO KG,K-STREAM SCHIFFAHRTS GMBH,1997,7201,5300
S6NP,Singapore,9151307,564209000,Container,SINGAPORE,17.8,1075,19.9,KOTA HADIAH,12.8,8.72,150.57,17626,13272,7249,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,1997,,8561
